,full_name,swim_time_formatted,meet_name,swim_date
5002,"Sannem, Jake","=""51.56""","=""2019 ST TXLA Longhorn Long Course Invite""","=""1/17/2019"""
5006,"Sztolcman, Christian","=""51.56""","=""2019 SE Richard Quick Invitati""","=""6/23/2019"""
5015,"Farber, Sid","=""51.57""","=""2017 Canadian Swimming Trials""","=""4/7/2017"""
5019,"Franzman, Jack","=""51.57""","=""2019 IN Indiana Senior State - LC""","=""7/19/2019"""
5020,"Grevers, Matt","=""51.57""","=""2017 Pro Swim - Santa Clara""","=""6/2/2017"""
5023,"King, Matt","=""51.57""","=""2019 OR MHA OR HJ Memorial Senior""","=""6/23/2019"""
5026,"Marcoux, Philippe","=""51.57""","=""2018 FG Senior Championships-C""","=""7/27/2018"""
5028,"Miller, Luke","=""51.57""","=""2020 CO TOPS Long Course Invit""","=""1/4/2020"""
5030,"Robrock, Kyle","=""51.57""","=""2018 Pro Series - Austin ""","=""1/12/2018"""
5034,"Smith, Kieran","=""51.57""","=""2018 CT Senior Championship LC""","=""7/15/2018"""
5054,"Grevers, Matt","=""51.58""","=""2016 AZ FORD SW Classic Meet""","=""5/20/2016"""
5055,"Head, Jason","=""51.58""","=""2019 Pro Series - Bloomington""","=""5/17/2019"""
5057,"Hoffer, Ryan","=""51.58""","=""2019 PC CAL-ALTO Dual""","=""6/22/2019"""
5058,"Kibler, Drew","=""51.58""","=""2018 KY 90th Ohio Valley Champs""","=""6/9/2018"""
5063,"Loy, Drew","=""51.58""","=""2019 KY LAK 91st Ohio Valley Championships""","=""6/8/2019"""
5069,"Newkirk, Jeff","=""51.58""","=""2016 ST TXLA 11&Over End of School Splash""","=""5/21/2016"""
5079,"Rooney, Maxime","=""51.58""","=""2017 PC SCSC Walk On""","=""5/14/2017"""
5086,"Smith, Kieran","=""51.58""","=""2019 GA Atlanta Classic Swim Meet""","=""5/19/2019"""
5093,"Walker, Jack","=""51.58""","=""2016 Futures - Atlanta""","=""8/7/2016"""
5098,"Benson, Andrew","=""51.59""","=""2018 CT BlueDevil Summer Invit""","=""6/17/2018"""
5101,"Branzell, Reese","=""51.59""","=""2019 Futures - Greensboro ""","=""8/4/2019"""
5103,"Briggs, Nolan","=""51.59""","=""2020 Pro Series - Knoxville""","=""1/19/2020"""
5110,"Franzman, Jack","=""51.59""","=""2017 IN Senior State - LC""","=""7/21/2017"""
5114,"House, Grant","=""51.59""","=""2019 CA MVN SMOC""","=""6/21/2019"""
5120,"Reid, Noah","=""51.59""","=""2017 MV CSC Summer Invite""","=""6/17/2017"""
5125,"Walker, Jack","=""51.59""","=""2016 Futures - Atlanta""","=""8/7/2016"""
5141,"Dolan, Jack","=""51.60""","=""2018 Sectionals - Jenks""","=""7/11/2018"""
5142,"Dolan, Jack","=""51.60""","=""2017 Pro Series - Mesa""","=""4/13/2017"""
5143,"Eiber, Griffin","=""51.60""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
5157,"Wright, Colin","=""51.60""","=""2018 VA LC SR Championships""","=""7/22/2018"""
5163,"Benson, Andrew","=""51.61""","=""2019 Summer Nationals""","=""7/31/2019"""
5164,"Bresette, Liam","=""51.61""","=""2021 AZ SUN April Meet""","=""4/4/2021"""
5172,"Dressel, Caeleb","=""51.61""","=""2015 UF vs. GEORGIA""","=""10/30/2015"""
5174,"Eiber, Griffin","=""51.61""","=""2017 U.S. Open""","=""8/2/2017"""
5190,"O'Haimhirgin, Liam","=""51.61""","=""2018 UT LC Champs""","=""7/25/2018"""
5193,"Reid, Noah","=""51.61""","=""2016 Sectionals - Columbia""","=""7/20/2016"""
5196,"Schilling, Sam","=""51.61""","=""2017 MN FOXJ Long Course Championships""","=""7/27/2017"""
5215,"Gaissert, Henry","=""51.62""","=""2018 NE SSA Senior Champs""","=""7/15/2018"""
5217,"Hill, Julian","=""51.62""","=""2018 Summer Junior Nats""","=""8/1/2018"""
5235,"Wozencraft, Cooper","=""51.62""","=""2019 VA LC SR Championships""","=""7/21/2019"""
5237,"Armstrong, Jack","=""51.63""","=""2019 Sectionals - Austin""","=""7/11/2019"""
5238,"Austin, Matthew","=""51.63""","=""2018 CA Speedo Grand Challenge""","=""5/27/2018"""
5242,"Cecil, Robert","=""51.63""","=""2020 IN APP IU LC Meet ""","=""3/1/2020"""
5247,"Hoffer, Ryan","=""51.63""","=""2019 AZ SAC Cactus Classic""","=""5/24/2019"""
5249,"Jackson, Tate","=""51.63""","=""2016 NT American Long Course""","=""7/28/2016"""
5255,"O'Haimhirgin, Liam","=""51.63""","=""2016 Pro Series -  Santa Clara""","=""6/5/2016"""
5263,"Armstrong, Hunter","=""51.64""","=""2019 Pro Series - Bloomington""","=""5/17/2019"""
5265,"Bybee, Cody","=""51.64""","=""2017 OH CAC 22nd Annual CAC Su""","=""6/3/2017"""
5266,"Casas, Shaine","=""51.64""","=""2018 Pro Series - Austin ""","=""1/12/2018"""
5277,"Jackson, Tate","=""51.64""","=""2016 Pro Series - Austin""","=""1/15/2016"""
5283,"O'Haimhirgin, Finn","=""51.64""","=""2019 SN LCM DART Post HS Meet ""","=""5/5/2019"""
5295,"Auchinachie, Cameron","=""51.65""","=""2018 CA MVN Fran Crippen SMOC""","=""6/22/2018"""
5316,"Richardson, Steven","=""51.65""","=""2020 GU AGS Speedo Sectionals ""","=""2/28/2020"""
5323,"Surhoff, Austin","=""51.65""","=""2015 Winter Nationals""","=""12/5/2015"""
5329,"Apple, Zach","=""51.66""","=""2016 Atlanta Classic Swim Meet""","=""5/15/2016"""
5336,"Eiber, Griffin","=""51.66""","=""2016 Futures - Austin""","=""8/7/2016"""
5338,"Farris, Dean","=""51.66""","=""2018 GA Atlanta Classic Swim Meet""","=""5/20/2018"""
5363,"Apple, Zach","=""51.67""","=""2016 Atlanta Classic Swim Meet""","=""5/15/2016"""
5366,"Austin, Matthew","=""51.67""","=""2020 Pro Series - Knoxville""","=""1/19/2020"""
5368,"Bowman, Luke","=""51.67""","=""2017 Summer Junior Nats""","=""8/9/2017"""
5369,"Bybee, Cody","=""51.67""","=""2017 Sectionals - Columbus""","=""7/22/2017"""
5382,"Koster, Adam","=""51.67""","=""2017 GU AGS Texas Senior Circuit ""","=""6/8/2017"""
5386,"Lynch, Justin","=""51.67""","=""2019 CA Speedo Grand Challenge""","=""5/26/2019"""
5393,"Rooney, Maxime","=""51.67""","=""2016 PC SCSC Summer SuperLeague""","=""7/16/2016"""
5397,"Walker, Jack","=""51.67""","=""2018 Winter Nationals""","=""12/1/2018"""
5411,"Decoursey, Kyle","=""51.68""","=""November Invite""","=""11/22/2015"""
5414,"Dressel, Caeleb","=""51.68""","=""2017 FL 7th TYR JAX 50 Sprint Dual Cha""","=""4/21/2017"""
5421,"Hoffer, Ryan","=""51.68""","=""2017 Pro Series - Mesa""","=""4/13/2017"""
5430,"Newkirk, Jeff","=""51.68""","=""2018 ST AAAA-NS George Block I""","=""6/21/2018"""
5434,"Robrock, Kyle","=""51.68""","=""2018 Pro Series - Mesa""","=""4/13/2018"""
5435,"Robrock, Kyle","=""51.68""","=""2019 Pro Series - Des Moines""","=""3/7/2019"""
5446,"Dolan, Jack","=""51.69""","=""2019 Age Group International ""","=""6/2/2019"""
5447,"Downing, Dillon","=""51.69""","=""2018 Summer Junior Nats""","=""8/1/2018"""
5454,"Hoffer, Ryan","=""51.69""","=""2017 Pro Series - Mesa""","=""4/13/2017"""
5456,"House, Grant","=""51.69""","=""2019 CA MVN SMOC""","=""6/21/2019"""
5464,"Pebley, Jacob","=""51.69""","=""2018 Pro Series - Austin ""","=""1/12/2018"""
5470,"Walker, Jack","=""51.69""","=""2017 Summer Nationals""","=""6/27/2017"""
5475,"Benson, Andrew","=""51.70""","=""2019 CT GRIT LC Prelims-Finals""","=""6/16/2019"""
5480,"Dolan, Jack","=""51.70""","=""2016 Sectionals - Jenks""","=""3/3/2016"""
5500,"Wilburn, Cason","=""51.70""","=""2017 VA LC SR Championships""","=""7/23/2017"""
5504,"Baker, Ryan","=""51.71""","=""2017 NC NCAC Meet on the Hill""","=""5/21/2017"""
5530,"Novak, Jesse","=""51.71""","=""2019 CA  Los Angeles Invite""","=""7/12/2019"""
5558,"Franzman, Jack","=""51.72""","=""2018 IN Indiana Senior State - LC""","=""7/20/2018"""
5561,"Hoover, Sam","=""51.72""","=""2020 Pro Series - Knoxville""","=""1/19/2020"""
5562,"Jensen, Matthew","=""51.72""","=""2019 Pro Series - Bloomington""","=""5/17/2019"""
5568,"Loy, Drew","=""51.72""","=""2016 IA L4A Swim PINK A+ Invitational""","=""6/3/2016"""
5615,"Andrew, Michael","=""51.74""","=""2018 Pro Series - Atlanta ""","=""3/1/2018"""
5621,"Branzell, Reese","=""51.74""","=""2019 Futures - Greensboro ""","=""8/4/2019"""
5624,"Chaney, Adam","=""51.74""","=""2020 Pro Series - Greensboro""","=""11/7/2019"""
5628,"Dolan, Jack","=""51.74""","=""2019 U.S. Open""","=""12/7/2019"""
5629,"Farber, Sid","=""51.74""","=""2017 OR Sectionals ""","=""7/20/2017"""
5634,"Head, Jason","=""51.74""","=""2017 KY 89th Ohio Valley Champs""","=""6/10/2017"""
5642,"Modrov, Drew","=""51.74""","=""2017 MR Senior Metropolitan LCM Championship""","=""7/23/2017"""
5644,"O'Haimhirgin, Liam","=""51.74""","=""2016 Olympic Trials ""","=""6/29/2016"""
5652,"Walker, Jack","=""51.74""","=""2017 Sectionals - Athens""","=""7/16/2017"""
5662,"Carlson, Evan","=""51.75""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
5682,"Loy, Drew","=""51.75""","=""2016 IA L4A Swim PINK A+ Invitational""","=""6/3/2016"""
5684,"Modrov, Drew","=""51.75""","=""2016 CT Wilton Wahoo Winter In""","=""1/16/2016"""
5693,"Smith, Kieran","=""51.75""","=""2017 CT Senior Championship LC""","=""7/16/2017"""
5696,"Thibert, Mike","=""51.75""","=""2016 Sectionals - Austin""","=""7/7/2016"""
5704,"Bowman, Luke","=""51.76""","=""2019 ST TXLA 11&O End of School Splash""","=""5/25/2019"""
5705,"Branzell, Reese","=""51.76""","=""2019 FG Senior Championships-C""","=""7/26/2019"""
5711,"Delakis, Paul","=""51.76""","=""2019 Sectionals -Cleveland""","=""7/21/2019"""
5717,"House, Grant","=""51.76""","=""2017 Sectionals - Columbus""","=""7/22/2017"""
5734,"Austin, Matthew","=""51.77""","=""2019 CA Speedo Grand Challenge""","=""5/26/2019"""
5737,"Bustos, Arsenio","=""51.77""","=""2021 TYR 18&U Spring Cup Richmond""","=""5/2/2021"""
5738,"Chaney, Adam","=""51.77""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
5742,"Franzman, Jack","=""51.77""","=""2016 Jr Pan Pacific Champs""","=""8/25/2016"""
5743,"Head, Jason","=""51.77""","=""2018 KY 90th Ohio Valley Champs""","=""6/9/2018"""
5750,"King, Matt","=""51.77""","=""2018 PN Senior LC Championship""","=""7/28/2018"""
5774,"Bustos, Arsenio","=""51.78""","=""2019 CT Senior Championship LC""","=""7/21/2019"""
5778,"Dolan, Jack","=""51.78""","=""2018 Pro Series - Austin ""","=""1/12/2018"""
5791,"Miller, Luke","=""51.78""","=""2019 Time Trials - National Ch""","=""8/3/2019"""
5793,"Novak, Jesse","=""51.78""","=""2018 CA  Los Angeles Invite""","=""7/13/2018"""
5809,"Willenbring, Matt","=""51.78""","=""2016 Futures - Austin""","=""8/5/2016"""
5810,"Willenbring, Matt","=""51.78""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
5812,"Wright, River","=""51.78""","=""2019 MR LIAC  Speedo Long Island Challenge""","=""4/27/2019"""
5822,"Connolly, Alec","=""51.79""","=""2019 SE TNAQ June Invite""","=""6/14/2019"""
5840,"Rooney, Maxime","=""51.79""","=""2016 PC TERA FAR WESTERNS""","=""7/27/2016"""
5847,"Theall, Mark","=""51.79""","=""2019 Sectionals - Austin""","=""7/11/2019"""
5849,"Wilburn, Cason","=""51.79""","=""2018 VA LC SR Championships""","=""7/22/2018"""
5852,"Andrew, Michael","=""51.80""","=""2017 MV LA Roger Hill Memorial""","=""6/17/2017"""
5854,"Austin, Matthew","=""51.80""","=""2019 Pro Series - Des Moines""","=""3/7/2019"""
5859,"Farris, Dean","=""51.80""","=""2016 GA Long Course Kickoff""","=""5/1/2016"""
5864,"Koster, Adam","=""51.80""","=""2017 GU AGS Texas Senior Circuit ""","=""6/9/2017"""
5868,"Maurer, Luke","=""51.80""","=""2018 Summer Junior Nats""","=""8/1/2018"""
5869,"Newkirk, Jeff","=""51.80""","=""2016 ST TXLA Longhorn Aquatics Elite Invite""","=""6/3/2016"""
5877,"Saunders, Max","=""51.80""","=""2018 Summer Junior Nats""","=""8/1/2018"""
5880,"Chaney, Adam","=""51.81""","=""2018 OH OSSC Spring into Summe""","=""6/2/2018"""
5891,"Jackson, Tate","=""51.81""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
5900,"Reid, Noah","=""51.81""","=""2016 MV CSC Summer Invitationa""","=""6/18/2016"""
5910,"Wilburn, Cason","=""51.81""","=""2018 Futures - Richmond""","=""8/5/2018"""
5912,"Willenbring, Matt","=""51.81""","=""2018 ST AAAA-NS George Block I""","=""6/21/2018"""
5918,"Alexy, Jack","=""51.82""","=""2019 FL BSS TYR Summer Classic""","=""6/21/2019"""
5922,"Cecil, Robert","=""51.82""","=""2019 FL YCF Summer Solstice Invitation""","=""6/14/2019"""
5929,"Krueger, Daniel","=""51.82""","=""2016 Sectionals - Pleasant Prairie""","=""3/13/2016"""
5936,"Pinfold, Brett","=""51.82""","=""2015 IU - Wisconsin""","=""11/13/2015"""
5955,"Delakis, Paul","=""51.83""","=""2019 Sectionals -Cleveland""","=""7/21/2019"""
5956,"Dolan, Jack","=""51.83""","=""2019 Sectionals - Jenks""","=""7/17/2019"""
5960,"Grothe, Zane","=""51.83""","=""2016 MR Senior Mets Winter Championships""","=""2/21/2016"""
5978,"Nguyen, Justin","=""51.83""","=""2019 CA Speedo Grand Challenge""","=""5/26/2019"""
5979,"Nguyen, Justin","=""51.83""","=""2017 CA  Los Angeles Invite ""","=""7/14/2017"""
5980,"Paulson, Colton","=""51.83""","=""Purdue Invite 2019 LC Time Tri""","=""11/24/2019"""
5987,"Walker, Jack","=""51.83""","=""2017 Sectionals - Athens""","=""7/16/2017"""
5993,"Farber, Sid","=""51.84""","=""54th Annual Mel Zajac Jr. Inte""","=""5/28/2017"""
6005,"Robrock, Kyle","=""51.84""","=""2016 ST TXLA Longhorn Aquatics Elite Invite""","=""6/3/2016"""
6006,"Rooney, Maxime","=""51.84""","=""2016 SN Super-League Champs""","=""2/6/2016"""
6014,"Cecil, Robert","=""51.85""","=""2019 Futures - Greensboro ""","=""8/4/2019"""
6027,"Loy, Drew","=""51.85""","=""Texas A&M vs. Ohio State Dual""","=""10/18/2019"""
6028,"Miller, Luke","=""51.85""","=""2018 Sectionals - Gresham""","=""7/12/2018"""
6041,"Austin, Matthew","=""51.86""","=""2019 Pro Series - Des Moines""","=""3/7/2019"""
6052,"Decoursey, Kyle","=""51.86""","=""2016 Pro Series - Indianapolis""","=""6/5/2016"""
6057,"Head, Jason","=""51.86""","=""2018 Pro Series - Indianapolis""","=""5/17/2018"""
6060,"Howard, Robert","=""51.86""","=""2015 Georgia Tech Long Course""","=""11/22/2015"""
6067,"Maurer, Luke","=""51.86""","=""2019 ILOP LC IL Senior Swimmin""","=""7/14/2019"""
6071,"Molacek, Jacob","=""51.86""","=""Omaha Cup""","=""6/17/2016"""
6080,"Wright, Colin","=""51.86""","=""2017 VA LC SR Championships""","=""7/23/2017"""
6081,"Armstrong, Hunter","=""51.87""","=""2019 Pro Series - Bloomington""","=""5/17/2019"""
6098,"Modrov, Drew","=""51.87""","=""2019 MR Senior Mets Summer LC Championships""","=""7/21/2019"""
6102,"Robrock, Kyle","=""51.87""","=""2019 Pro Series - Des Moines""","=""3/7/2019"""
6120,"Connolly, Alec","=""51.88""","=""University of SC vs University""","=""10/11/2019"""
6144,"Richardson, Steven","=""51.88""","=""2019 GU AGS LC Invite""","=""4/6/2019"""
6151,"Stewart, Coleman","=""51.88""","=""2016 MD NBAC Mid Summer Classic""","=""7/10/2016"""
6152,"Sztolcman, Christian","=""51.88""","=""2019 GA Long Course Open""","=""7/6/2019"""
6163,"Foster, Carson","=""51.89""","=""2017 OH OSSC Spring into Summe""","=""6/3/2017"""
6176,"Lile, Nathan","=""51.89""","=""2021 NC  TAC TITANS LC Premier""","=""4/9/2021"""
6189,"Shields, Tom","=""51.89""","=""2018 Pro Series - Atlanta ""","=""3/1/2018"""
6198,"Armstrong, Jack","=""51.90""","=""2018 Pro Series - Austin ""","=""1/12/2018"""
6203,"Chaney, Adam","=""51.90""","=""2019 Pro Series - Bloomington""","=""5/17/2019"""
6207,"Delakis, Paul","=""51.90""","=""2017 WI 13 & Over LC State Cha""","=""8/3/2017"""
6215,"Lile, Nathan","=""51.90""","=""2019 Sectionals - Greensboro""","=""7/14/2019"""
6220,"Marcoux, Philippe","=""51.90""","=""2017 Pro Swim Indy TT""","=""3/4/2017"""
6223,"Paulson, Colton","=""51.90""","=""2020 Toyota Indy""","=""11/14/2020"""
6239,"Bowman, Luke","=""51.91""","=""2018 ST AAAA-NS George Block I""","=""6/21/2018"""
6251,"Hensley, Noah","=""51.91""","=""2019 NC SwimMAC Charlotte Ultr""","=""6/16/2019"""
6257,"Lile, Nathan","=""51.91""","=""2020 Pro Series - Des Moines""","=""3/5/2020"""
6258,"Loy, Drew","=""51.91""","=""2021 FL BSS New Years Meet""","=""1/2/2021"""
6263,"Reed, Grant","=""51.91""","=""2019 Sectionals - Austin""","=""7/11/2019"""
6271,"Apple, Zach","=""51.92""","=""2016 SE June Invite""","=""6/3/2016"""
6275,"Bresette, Liam","=""51.92""","=""2018 MV UMIZ Invite""","=""4/27/2018"""
6278,"Casas, Shaine","=""51.92""","=""2016 ST TXLA LC STAGS""","=""7/15/2016"""
6299,"Marcoux, Philippe","=""51.92""","=""2019 Pro Series - Des Moines""","=""3/7/2019"""
6310,"Smith, Kieran","=""51.92""","=""Barcelona City Trophy""","=""6/13/2018"""
6312,"Wright, River","=""51.92""","=""2019 PC SCSC International""","=""6/7/2019"""
6315,"Andrew, Michael","=""51.93""","=""2017 Pro Swim - Santa Clara""","=""6/2/2017"""
6316,"Carlson, Evan","=""51.93""","=""2019 AZ SUN Devil Spring Open""","=""4/28/2019"""
6317,"Carlson, Evan","=""51.93""","=""2016 Sectionals - Federal Way""","=""3/17/2016"""
6321,"Connolly, Alec","=""51.93""","=""2019 GA Atlanta Classic Swim Meet""","=""5/19/2019"""
6323,"Farber, Sid","=""51.93""","=""2018 Sectionals - Gresham""","=""7/12/2018"""
6333,"Kovac, Danny","=""51.93""","=""2021 Pro Series - San Antonio""","=""1/17/2021"""
6338,"Nguyen, Justin","=""51.93""","=""2016 CA SPEEDO GRAND CHALLENGE""","=""5/29/2016"""
6352,"Wilburn, Cason","=""51.93""","=""2016 VA LC SR Championships""","=""7/24/2016"""
6356,"Briggs, Nolan","=""51.94""","=""2017 Futures - Nashville""","=""8/6/2017"""
6358,"Brownstead, Matt","=""51.94""","=""2018 Futures - Richmond""","=""8/5/2018"""
6368,"Haas, Townley","=""51.94""","=""2021 Pro Series - San Antonio""","=""1/17/2021"""
6374,"Larson, Peter","=""51.94""","=""2017 NCSA Summer Champs""","=""8/1/2017"""
6382,"Loy, Drew","=""51.94""","=""2019 Ohio State Fall Open Invi""","=""11/23/2019"""
6397,"Rooney, Maxime","=""51.94""","=""2017 PC OAPB Senior Open""","=""4/29/2017"""
6410,"Walker, Jack","=""51.94""","=""2016 NC LC SR Championship""","=""7/24/2016"""
6412,"Alexy, Jack","=""51.95""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
6448,"O'Haimhirgin, Finn","=""51.95""","=""2018 SN LCM DART Post HS Meet ""","=""5/13/2018"""
6452,"Robrock, Kyle","=""51.95""","=""2020 Toyota Irvine""","=""11/14/2020"""
6468,"Eastman, Michael","=""51.96""","=""2019 IN ISI Counsilman Classic""","=""6/13/2019"""
6473,"House, Grant","=""51.96""","=""2019 Pro Series - Bloomington""","=""5/17/2019"""
6492,"Thibert, Mike","=""51.96""","=""2016 NT DM Senior Circuit Cham""","=""7/31/2016"""
6497,"Armstrong, Jack","=""51.97""","=""2019 Sectionals - Austin""","=""7/11/2019"""
6504,"Bowman, Luke","=""51.97""","=""2017 ST TXLA Texas Open""","=""6/23/2017"""
6528,"Novak, Jesse","=""51.97""","=""2019 CA Armada April Senior""","=""4/14/2019"""
6531,"Reid, Noah","=""51.97""","=""2016 Sectionals - Columbia""","=""7/20/2016"""
6532,"Richardson, Steven","=""51.97""","=""2016 GU AGS Invitational""","=""6/18/2016"""
6541,"Walker, Jack","=""51.97""","=""2019 NC SwimMAC Charlotte Ultr""","=""6/16/2019"""
6553,"Eiber, Griffin","=""51.98""","=""2017 CA  Los Angeles Invite ""","=""7/14/2017"""
6558,"Gwin, Isaac","=""51.98""","=""2017 Summer Junior Nats""","=""8/9/2017"""
6564,"Larson, Peter","=""51.98""","=""2019 WI LAKE Western Great Lakes Op""","=""6/28/2019"""
6581,"Tittle, Mason","=""51.98""","=""2017 CA SPEEDO GRAND CHALLENGE""","=""5/28/2017"""
6582,"Wright, River","=""51.98""","=""2019 NE SSA LCM Senior Champs""","=""7/14/2019"""
6585,"Apple, Zach","=""51.99""","=""UGA Fall Invitational 2015""","=""12/6/2015"""
6588,"Bowman, Luke","=""51.99""","=""2019 GU TAMU LC TSC""","=""6/20/2019"""
6601,"Franzman, Jack","=""51.99""","=""2019 IN ISI Counsilman Classic""","=""6/13/2019"""
6608,"House, Grant","=""51.99""","=""2019 AZ SUN Devil Spring Open""","=""4/28/2019"""
6612,"Lasco, Destin","=""51.99""","=""2019 MD NBAC Long Course Champ""","=""6/10/2019"""
6621,"Pieroni, Blake","=""51.99""","=""2016 IN IU visitbloomington.com Invite""","=""5/20/2016"""
6638,"Austin, Matthew","=""52.00""","=""2016 Pro Series - Mesa""","=""4/16/2016"""
6639,"Baker, Ryan","=""52.00""","=""2019 PV LC Open Championships""","=""7/11/2019"""
6648,"Gaissert, Henry","=""52.00""","=""2016 NE SSA LCM New England Se""","=""7/16/2016"""
6652,"Hill, Julian","=""52.00""","=""Irish Open Swimming Championsh""","=""4/5/2018"""
6653,"House, Grant","=""52.00""","=""2016 OH AP SWOYSL LC Champions""","=""7/10/2016"""
6658,"Larson, Peter","=""52.00""","=""2020 Toyota San Antonio""","=""11/14/2020"""
6663,"Marcoux, Philippe","=""52.00""","=""2016 Futures - Atlanta""","=""8/7/2016"""
6671,"Thibert, Mike","=""52.00""","=""2018 GU AGS LC Invite""","=""4/21/2018"""
6673,"Willenbring, Matt","=""52.00""","=""2017 ST ASC Castaway Classic""","=""5/21/2017"""
6675,"Armstrong, Jack","=""52.01""","=""2019 GU TWST LC Senior Invite""","=""6/30/2019"""
6684,"Decoursey, Kyle","=""52.01""","=""2019 SE Volunteer Invitational""","=""7/12/2019"""
6700,"Marcoux, Philippe","=""52.01""","=""2017 Canadian Swimming Championships""","=""8/7/2017"""
6702,"Maurer, Luke","=""52.01""","=""2019 WI LAKE Western Great Lakes Op""","=""6/28/2019"""
6719,"Bybee, Cody","=""52.02""","=""2016 NCSA Spring Championship""","=""3/18/2016"""
6720,"Carlson, Evan","=""52.02""","=""2018 Pro Series - Mesa""","=""4/13/2018"""
6728,"Grevers, Matt","=""52.02""","=""2019 AZ FORD SW Classic 2019""","=""5/24/2019"""
6732,"House, Grant","=""52.02""","=""2019 Pro Series - Bloomington""","=""5/17/2019"""
6736,"Lasco, Destin","=""52.02""","=""2020 NJ Jim Wood Memorial Invitation""","=""1/12/2020"""
6755,"Theall, Mark","=""52.02""","=""2021 Pro Series - San Antonio""","=""1/17/2021"""
6761,"Baker, Ryan","=""52.03""","=""2019 PV NCAP June LC Invitational""","=""6/2/2019"""
6770,"Cecil, Robert","=""52.03""","=""2020 ILOP Premier Series Senio""","=""1/12/2020"""
6771,"Chaney, Adam","=""52.03""","=""2019 OH PHST LC Senior Champio""","=""7/13/2019"""
6781,"Head, Jason","=""52.03""","=""2019 KY LAK 91st Ohio Valley Championships""","=""6/8/2019"""
6793,"Lynch, Justin","=""52.03""","=""2019 Trofeu Internacional Ciutat ""","=""6/15/2019"""
6796,"Modrov, Drew","=""52.03""","=""2021 MR LIAC LI Challenge Invitational""","=""4/9/2021"""
6800,"Paulson, Colton","=""52.03""","=""2019 SE Volunteer Invitational""","=""7/12/2019"""
6806,"Thibert, Mike","=""52.03""","=""2017 SE BridgeAthletic Summer ""","=""6/24/2017"""
6812,"Alexy, Jack","=""52.04""","=""2018 PV AP  LC Y Nationals""","=""8/3/2018"""
6822,"Hoover, Sam","=""52.04""","=""2019 SE Richard Quick Invitati""","=""6/23/2019"""
6824,"King, Matt","=""52.04""","=""2019 Mel Zajac Jr. ""","=""5/26/2019"""
6858,"Kovac, Danny","=""52.05""","=""2017 CO CSI Senior LC State Ch""","=""7/22/2017"""
6859,"Krueger, Daniel","=""52.05""","=""2017 WI SSTY Distance-Sprint M""","=""5/21/2017"""
6867,"Miller, Luke","=""52.05""","=""2020 CO AP CSI Senior Meet""","=""2/23/2020"""
6869,"Newkirk, Jeff","=""52.05""","=""2016 ST TXLA 11&Over LC""","=""4/23/2016"""
