,full_name,swim_time_formatted,meet_name,swim_date
1346,"Thibert, Mike","=""50.02""","=""2018 Summer Nationals""","=""7/25/2018"""
1347,"Casas, Shaine","=""50.03""","=""2018 Summer Nationals""","=""7/25/2018"""
1348,"Conger, Jack","=""50.03""","=""2016 ST TXLA Longhorn Aquatics Elite Invite""","=""6/3/2016"""
1349,"Fleagle, Josh","=""50.03""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
1353,"Kibler, Drew","=""50.03""","=""2017 Summer Nationals""","=""6/27/2017"""
1358,"Adrian, Nathan","=""50.04""","=""2015 Pro Series - Minneapolis ""","=""11/14/2015"""
1359,"Becker, Bowe","=""50.04""","=""2019 SE Richard Quick Invitati""","=""6/23/2019"""
1361,"Conger, Jack","=""50.04""","=""2019 NC SwimMAC Charlotte Ultr""","=""6/16/2019"""
1363,"Fleagle, Josh","=""50.04""","=""2016 U.S. Open""","=""8/2/2016"""
1364,"Haas, Townley","=""50.04""","=""2021 TYR Pro Swim Series - San""","=""3/4/2021"""
1365,"Hoffer, Ryan","=""50.04""","=""2017 Summer Nationals""","=""6/27/2017"""
1369,"Maurer, Luke","=""50.04""","=""2019 Summer Junior Nats""","=""8/7/2019"""
1370,"Pebley, Jacob","=""50.04""","=""2017 Pro Series - Mesa""","=""4/13/2017"""
1374,"Seliskar, Andrew","=""50.04""","=""2021 PC CAL Spring Classic""","=""4/24/2021"""
1376,"Willenbring, Matt","=""50.04""","=""2017 Summer Nationals""","=""6/27/2017"""
1377,"Wright, River","=""50.04""","=""2020 IN APP IU LC Meet ""","=""3/1/2020"""
1378,"Armstrong, Jack","=""50.05""","=""2019 Summer Nationals""","=""7/31/2019"""
1382,"Farris, Dean","=""50.05""","=""2017 Summer Nationals""","=""6/27/2017"""
1384,"Murphy, Ryan","=""50.05""","=""2020 Pro Series - Des Moines""","=""3/5/2020"""
1385,"Pebley, Jacob","=""50.05""","=""2020 Pro Series - Greensboro""","=""11/7/2019"""
1388,"Tittle, Mason","=""50.05""","=""2018 Phillips 66 TT""","=""7/26/2018"""
1389,"Wilburn, Cason","=""50.05""","=""2019 NCSA Summer Champs""","=""8/6/2019"""
1390,"Chaney, Adam","=""50.06""","=""2018 Jr Pan Pacific Champs""","=""8/24/2018"""
1393,"Haas, Townley","=""50.06""","=""2020 Pro Series - Des Moines""","=""3/5/2020"""
1396,"Jensen, Michael","=""50.06""","=""2016 Olympic Trials ""","=""6/29/2016"""
1397,"Koster, Adam","=""50.06""","=""2019 MISTRZOSTWA POLSKI ""","=""5/18/2019"""
1399,"Ress, Justin","=""50.06""","=""2016 Olympic Trials ""","=""6/29/2016"""
1400,"Rooney, Maxime","=""50.06""","=""2017 Pro Swim - Santa Clara""","=""6/2/2017"""
1401,"Sammon, Patrick","=""50.06""","=""TYR Time Trials 18and un Sprin""","=""5/1/2021"""
1402,"Willenbring, Matt","=""50.06""","=""2018 Summer Nationals""","=""7/25/2018"""
1405,"Kibler, Drew","=""50.07""","=""2019 Sectionals - Austin""","=""7/11/2019"""
1406,"Koster, Adam","=""50.07""","=""2019 MISTRZOSTWA POLSKI ""","=""5/18/2019"""
1411,"Alexy, Jack","=""50.08""","=""2021 TYR 18&U Spring Cup Orlando""","=""5/2/2021"""
1413,"Curry, Brooks","=""50.08""","=""2019 Summer Junior Nats""","=""8/7/2019"""
1416,"House, Grant","=""50.08""","=""2021 AZ SUN April Meet""","=""4/4/2021"""
1418,"Lasco, Destin","=""50.08""","=""2018 Winter Nationals""","=""12/1/2018"""
1424,"Surhoff, Austin","=""50.08""","=""2021 Pro Series - Richmond""","=""1/17/2021"""
1427,"Andrew, Michael","=""50.09""","=""2016 Summer Junior Nats""","=""8/9/2016"""
1430,"Becker, Bowe","=""50.09""","=""2016 U.S. Open""","=""8/2/2016"""
1433,"Connolly, Alec","=""50.09""","=""2019 SE Volunteer Invitational""","=""7/12/2019"""
1439,"Magahey, Jake","=""50.09""","=""2021 GA ABSC Swim with the Dawgs 5""","=""4/24/2021"""
1441,"Shields, Tom","=""50.09""","=""2016 Atlanta Classic Swim Meet""","=""5/15/2016"""
1445,"Chadwick, Michael","=""50.10""","=""2019 Pro Series - Des Moines""","=""3/7/2019"""
1447,"Krueger, Daniel","=""50.10""","=""2020 ST WLOO Waterloo Classic""","=""8/2/2020"""
1448,"Loy, Drew","=""50.10""","=""2021 TYR Pro Swim Series - Mis""","=""4/10/2021"""
1450,"Newkirk, Jeff","=""50.10""","=""2020 Pro Series - Des Moines""","=""3/5/2020"""
1452,"Pebley, Jacob","=""50.10""","=""2017 Pro Swim - Atlanta""","=""5/5/2017"""
1453,"Rooney, Maxime","=""50.10""","=""2016 U.S. Open""","=""8/2/2016"""
1454,"Rooney, Maxime","=""50.10""","=""2016 Pro Series -  Santa Clara""","=""6/5/2016"""
1455,"Vera, Blaise","=""50.10""","=""Pitt Duq Nova YSU""","=""10/12/2019"""
1457,"Bureau, Lucas","=""50.11""","=""2021 VA HOKI May Day Invitatio""","=""5/2/2021"""
1458,"Bureau, Lucas","=""50.11""","=""2019 U.S. Open""","=""12/7/2019"""
1460,"Chadwick, Michael","=""50.11""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
1461,"Conger, Jack","=""50.11""","=""2018 ST TXLA 11&Over End of School Splash""","=""5/19/2018"""
1462,"Conger, Jack","=""50.11""","=""2019 U.S. Open""","=""12/7/2019"""
1463,"Delakis, Paul","=""50.11""","=""2018 Summer Nationals""","=""7/25/2018"""
1464,"Dolan, Jack","=""50.11""","=""2019 Summer Nationals""","=""7/31/2019"""
1466,"Fleagle, Josh","=""50.11""","=""2018 Summer Nationals""","=""7/25/2018"""
1471,"Jensen, Michael","=""50.11""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
1472,"Jensen, Michael","=""50.11""","=""2020 UCSD vs Cal Men (LCM)""","=""2/8/2020"""
1477,"Ress, Justin","=""50.11""","=""2020 Pro Series - Knoxville""","=""1/19/2020"""
1480,"Tittle, Mason","=""50.11""","=""2018 Summer Nationals""","=""7/25/2018"""
1486,"Chadwick, Michael","=""50.12""","=""2016 Pro Series - Mesa""","=""4/16/2016"""
1492,"Kovac, Danny","=""50.12""","=""2018 Jr Pan Pacific Champs""","=""8/24/2018"""
1496,"Rooney, Maxime","=""50.12""","=""2016 Pro Series -  Santa Clara""","=""6/5/2016"""
1503,"Haas, Townley","=""50.13""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
1505,"Kibler, Drew","=""50.13""","=""2016 Jr Pan Pacific Champs""","=""8/25/2016"""
1506,"Krueger, Daniel","=""50.13""","=""2019 ST TXLA 11&Over Long Course Kick Off""","=""4/28/2019"""
1508,"Lynch, Justin","=""50.13""","=""2017 Summer Nationals""","=""6/27/2017"""
1509,"Pinfold, Brett","=""50.13""","=""2016 Olympic Trials ""","=""6/29/2016"""
1513,"Chadwick, Michael","=""50.14""","=""2020 de Nice-FFN Golden Tour Cami""","=""2/8/2020"""
1517,"Eastman, Michael","=""50.14""","=""2020 Toyota Indy""","=""11/12/2020"""
1522,"Pebley, Jacob","=""50.14""","=""2019 Pro Series - Des Moines""","=""3/7/2019"""
1524,"Pieroni, Blake","=""50.14""","=""2016 LCM IU - FLorida - Texas""","=""10/21/2016"""
1525,"Rooney, Maxime","=""50.14""","=""2016 Pro Series - Austin""","=""1/15/2016"""
1526,"Rooney, Maxime","=""50.14""","=""2018 Mel Zajac Jr. Internation""","=""6/3/2018"""
1529,"Seliskar, Andrew","=""50.14""","=""2019 CA Speedo Grand Challenge""","=""5/26/2019"""
1534,"Haas, Townley","=""50.15""","=""2019 Pro Series - Clovis""","=""6/15/2019"""
1537,"Kibler, Drew","=""50.15""","=""2016 Jr Pan Pacific Champs""","=""8/25/2016"""
1541,"Miller, Luke","=""50.15""","=""2019 West Speedo Winter Junior""","=""12/10/2019"""
1542,"Molacek, Jacob","=""50.15""","=""2020 Pro Series - Knoxville""","=""1/19/2020"""
1544,"Novak, Jesse","=""50.15""","=""2019 CA Speedo Grand Challenge""","=""5/26/2019"""
1549,"Smith, Kieran","=""50.15""","=""2019 U.S. Open""","=""12/7/2019"""
1550,"Andrew, Michael","=""50.16""","=""2017 Summer Nationals""","=""6/27/2017"""
1551,"Auchinachie, Cameron","=""50.16""","=""2019 Summer Nationals""","=""7/31/2019"""
1552,"Baker, Ryan","=""50.16""","=""2018 Summer Nationals""","=""7/25/2018"""
1557,"Farris, Dean","=""50.16""","=""2021 TYR Pro Swim Series - Mis""","=""4/10/2021"""
1558,"Fleagle, Josh","=""50.16""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
1559,"Fleagle, Josh","=""50.16""","=""2016 OH OSSC Spring into Summe""","=""6/4/2016"""
1562,"Kovac, Danny","=""50.16""","=""2019 Summer Nationals""","=""7/31/2019"""
1563,"Lasco, Destin","=""50.16""","=""2018 Jr Pan Pacific Champs""","=""8/24/2018"""
1568,"Tapp, Hunter","=""50.16""","=""2019 Summer Nationals""","=""7/31/2019"""
1571,"Chadwick, Michael","=""50.17""","=""2019 Pro Series - Des Moines""","=""3/7/2019"""
1573,"Decoursey, Kyle","=""50.17""","=""2019 U.S. Open""","=""12/7/2019"""
1574,"Farris, Dean","=""50.17""","=""2020 Pro Series - Greensboro""","=""11/7/2019"""
1577,"Jensen, Michael","=""50.17""","=""2019 CA Speedo Grand Challenge""","=""5/26/2019"""
1578,"Krueger, Daniel","=""50.17""","=""2020 Toyota San Antonio""","=""11/14/2020"""
1579,"Magahey, Jake","=""50.17""","=""2019 World JR Champs""","=""8/24/2019"""
1581,"Murphy, Ryan","=""50.17""","=""2019 World Cup - Tokyo""","=""8/3/2019"""
1583,"Schilling, Sam","=""50.17""","=""2019 Summer Nationals""","=""7/31/2019"""
1585,"Apple, Zach","=""50.18""","=""2016 Olympic Trials ""","=""6/29/2016"""
1586,"Becker, Bowe","=""50.18""","=""2019 U.S. Open""","=""12/7/2019"""
1587,"Chadwick, Michael","=""50.18""","=""2016 MV UMIZ Invite""","=""4/22/2016"""
1592,"Kibler, Drew","=""50.18""","=""2017 Pro Series - Indianapolis""","=""3/2/2017"""
1593,"Novak, Jesse","=""50.18""","=""2019 CA  Los Angeles Invite""","=""7/12/2019"""
1597,"Apple, Zach","=""50.19""","=""2017 CA SPEEDO GRAND CHALLENGE""","=""5/28/2017"""
1602,"Howard, Robert","=""50.19""","=""2017 GA Atlanta Classic Swim Meet""","=""5/14/2017"""
1604,"Koster, Adam","=""50.19""","=""2019 Summer Nationals""","=""7/31/2019"""
1607,"Loy, Drew","=""50.19""","=""2017 Summer Nationals""","=""6/27/2017"""
1608,"Lynch, Justin","=""50.19""","=""2016 CA MVN Fran Crippen Swim Meet of Champions""","=""4/29/2016"""
1609,"Manoff, Blake","=""50.19""","=""2021 VA HOKI May Day Invitatio""","=""5/2/2021"""
1613,"Shields, Tom","=""50.19""","=""2016 Pro Series - Orlando""","=""3/5/2016"""
1614,"Stewart, Coleman","=""50.19""","=""2019 Pro Series - Richmond""","=""4/13/2019"""
1615,"Surhoff, Austin","=""50.19""","=""2020 Toyota Richmond""","=""11/14/2020"""
1617,"Tosh, Caleb","=""50.19""","=""2018 Phillips 66 TT""","=""7/28/2018"""
1620,"Adrian, Nathan","=""50.20""","=""2017 Pro Series - Mesa""","=""4/13/2017"""
1622,"Apple, Zach","=""50.20""","=""2021 Pro Series - San Antonio""","=""1/17/2021"""
1624,"Bureau, Lucas","=""50.20""","=""2021 VA HOKI May Day Invitatio""","=""5/2/2021"""
1628,"Decoursey, Kyle","=""50.20""","=""2017 SE TNAQ June Invite""","=""6/16/2017"""
1629,"Farris, Dean","=""50.20""","=""2019 GU TAMU LC TSC""","=""6/20/2019"""
1630,"Fleagle, Josh","=""50.20""","=""2019 Ohio State Fall Open Invi""","=""11/23/2019"""
1631,"Hensley, Noah","=""50.20""","=""2018 Phillips 66 TT""","=""7/25/2018"""
1634,"Seliskar, Andrew","=""50.20""","=""2021 TYR Pro Swim Series - Mis""","=""4/10/2021"""
1635,"Stewart, Coleman","=""50.20""","=""2019 Pro Series - Bloomington""","=""5/17/2019"""
1636,"Tapp, Hunter","=""50.20""","=""2019 Summer Nationals""","=""7/31/2019"""
1637,"Becker, Bowe","=""50.21""","=""2018 Summer Nationals""","=""7/25/2018"""
1638,"Brownstead, Matt","=""50.21""","=""2020 Toyota Richmond""","=""11/14/2020"""
1640,"Delakis, Paul","=""50.21""","=""2019 Time Trials - National Ch""","=""8/2/2019"""
1641,"Foster, Carson","=""50.21""","=""2018 Summer Nationals""","=""7/25/2018"""
1643,"Gwin, Isaac","=""50.21""","=""2021 TYR Pro Swim Series - Mis""","=""4/10/2021"""
1644,"Jensen, Michael","=""50.21""","=""2017 Pro Swim - Santa Clara""","=""6/2/2017"""
1645,"Krueger, Daniel","=""50.21""","=""2016 Jr Pan Pacific Champs""","=""8/25/2016"""
1647,"Novak, Jesse","=""50.21""","=""2019 CA MVN SMOC""","=""6/21/2019"""
1648,"Pinfold, Brett","=""50.21""","=""2021 TYR Pro Swim Series - San""","=""3/4/2021"""
1651,"Bybee, Cody","=""50.22""","=""2017 Summer Nationals""","=""6/27/2017"""
1657,"Krueger, Daniel","=""50.22""","=""2017 World JR Champs ""","=""8/27/2017"""
1660,"Paulson, Colton","=""50.22""","=""2019 Summer Nationals""","=""7/31/2019"""
1661,"Rooney, Maxime","=""50.22""","=""2016 Pro Series - Austin""","=""1/15/2016"""
1662,"Sorenson, Payton","=""50.22""","=""2016 American Short Course ""","=""3/4/2016"""
1663,"Thibert, Mike","=""50.22""","=""2018 Sectionals - Austin""","=""7/12/2018"""
1666,"Becker, Bowe","=""50.23""","=""2020 Pro Series - Des Moines""","=""3/5/2020"""
1668,"Branzell, Reese","=""50.23""","=""2021 FL NCSA LC TT""","=""3/21/2021"""
1669,"Haas, Townley","=""50.23""","=""2016 ST TXLA 11&Over LC""","=""4/23/2016"""
1670,"Hensley, Noah","=""50.23""","=""2019 Summer Nationals""","=""7/31/2019"""
1671,"House, Grant","=""50.23""","=""2021 AZ SAC Winter Invite""","=""1/31/2021"""
1672,"Lile, Nathan","=""50.23""","=""2019 Summer Nationals""","=""7/31/2019"""
1677,"Armstrong, Hunter","=""50.24""","=""2019 Summer Nationals""","=""7/31/2019"""
1678,"Austin, Matthew","=""50.24""","=""2018 PC WCAB SRII T&F""","=""7/15/2018"""
1679,"Austin, Matthew","=""50.24""","=""2018 Summer Nationals""","=""7/25/2018"""
1681,"Decoursey, Kyle","=""50.24""","=""2016 Olympic Trials ""","=""6/29/2016"""
1682,"Dressel, Caeleb","=""50.24""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
1683,"Farris, Dean","=""50.24""","=""2018 ST AAAA-NS George Block I""","=""6/21/2018"""
1685,"Grevers, Matt","=""50.24""","=""2019 AZ FORD SW Classic 2019""","=""5/24/2019"""
1686,"Held, Ryan","=""50.24""","=""2016 Pro Series - Austin""","=""1/15/2016"""
1687,"Hobson, Luke","=""50.24""","=""2021 TYR 18&U Spring Cup Des Moines""","=""5/2/2021"""
1692,"Molacek, Jacob","=""50.24""","=""2020 Pro Series - Knoxville""","=""1/19/2020"""
1694,"Ress, Justin","=""50.24""","=""2018 Pro Series - Austin ""","=""1/12/2018"""
1696,"Shields, Tom","=""50.24""","=""2020 Pro Series - Des Moines""","=""3/5/2020"""
1699,"Adrian, Nathan","=""50.25""","=""2021 TYR Pro Swim Series - San""","=""3/4/2021"""
1703,"Decoursey, Kyle","=""50.25""","=""2018 GA Bulldog Grand Slam""","=""7/8/2018"""
1704,"Dressel, Caeleb","=""50.25""","=""2021 TYR Pro Swim Series - San""","=""3/4/2021"""
1706,"Jackson, Tate","=""50.25""","=""2018 Sectionals - Austin""","=""7/12/2018"""
1707,"Lile, Nathan","=""50.25""","=""2019 Pro Series - Richmond""","=""4/13/2019"""
1709,"Smith, Kieran","=""50.25""","=""2019 Trofeu Internacional Ciutat ""","=""6/15/2019"""
1710,"Stewart, Coleman","=""50.25""","=""2020 Pro Series - Greensboro""","=""11/7/2019"""
1711,"Tosh, Caleb","=""50.25""","=""2019 Summer Nationals""","=""7/31/2019"""
1715,"Chadwick, Michael","=""50.26""","=""2019 CA Speedo Grand Challenge""","=""5/26/2019"""
1717,"Decoursey, Kyle","=""50.26""","=""2019 Summer Nationals""","=""7/31/2019"""
1718,"Dressel, Caeleb","=""50.26""","=""2016 Atlanta Classic Swim Meet""","=""5/15/2016"""
1720,"Held, Ryan","=""50.26""","=""2017 GA Atlanta Classic Swim Meet""","=""5/14/2017"""
1721,"Hill, Julian","=""50.26""","=""2021 AZ SUN April Meet""","=""4/4/2021"""
1722,"Krueger, Daniel","=""50.26""","=""2019 GU TAMU LC TSC""","=""6/20/2019"""
1726,"Stewart, Coleman","=""50.26""","=""2019 Pro Series - Bloomington""","=""5/17/2019"""
1728,"Adrian, Nathan","=""50.27""","=""2018 Winter Nationals""","=""12/1/2018"""
1743,"Carlson, Evan","=""50.28""","=""2020 Toyota Irvine""","=""11/14/2020"""
1745,"Farber, Sid","=""50.28""","=""2018 Sectionals - Gresham""","=""7/12/2018"""
1746,"Held, Ryan","=""50.28""","=""2016 Atlanta Classic Swim Meet""","=""5/15/2016"""
1747,"Kibler, Drew","=""50.28""","=""2017 Pro Series - Indianapolis""","=""3/2/2017"""
1748,"Kibler, Drew","=""50.28""","=""2016 Summer Junior Nats""","=""8/9/2016"""
1750,"Koster, Adam","=""50.28""","=""Art Adamson Invitational""","=""11/23/2019"""
1751,"Krueger, Daniel","=""50.28""","=""Barcelona City Trophy""","=""6/13/2018"""
1753,"Lynch, Justin","=""50.28""","=""2017 CA SPEEDO GRAND CHALLENGE""","=""5/28/2017"""
1759,"Willenbring, Matt","=""50.28""","=""2019 Summer Nationals""","=""7/31/2019"""
1763,"Farris, Dean","=""50.29""","=""2016 Olympic Trials ""","=""6/29/2016"""
1764,"Farris, Dean","=""50.29""","=""2021 TYR Pro Swim Series - Mis""","=""4/10/2021"""
1768,"Ress, Justin","=""50.29""","=""2018 Pro Series - Austin ""","=""1/12/2018"""
1770,"Urlando, Luca","=""50.29""","=""2021 GA ABSC Swim with the Dawgs 5""","=""4/24/2021"""
1771,"Apple, Zach","=""50.30""","=""2017 CA SPEEDO GRAND CHALLENGE""","=""5/28/2017"""
1773,"Connolly, Alec","=""50.30""","=""2019 U.S. Open""","=""12/7/2019"""
1777,"Novak, Jesse","=""50.30""","=""2018 Pro Series - Mesa""","=""4/13/2018"""
1779,"Rooney, Maxime","=""50.30""","=""2016 PC PLS Senior Open""","=""4/23/2016"""
1783,"Adrian, Nathan","=""50.31""","=""2017 Pro Swim - Santa Clara""","=""6/2/2017"""
1786,"Chadwick, Michael","=""50.31""","=""2020 Pro Series - Des Moines""","=""3/5/2020"""
1789,"Farris, Dean","=""50.31""","=""2020 Toyota Greensboro""","=""11/14/2020"""
1792,"Held, Ryan","=""50.31""","=""2017 GA Atlanta Classic Swim Meet""","=""5/14/2017"""
1795,"Krueger, Daniel","=""50.31""","=""Barcelona City Trophy""","=""6/13/2018"""
1800,"Shields, Tom","=""50.31""","=""2020 Pro Series - Des Moines""","=""3/5/2020"""
1801,"Walker, Jack","=""50.31""","=""2019 Summer Junior Nats""","=""8/7/2019"""
1802,"Bureau, Lucas","=""50.32""","=""2019 U.S. Open""","=""12/7/2019"""
1806,"Jackson, Tate","=""50.32""","=""2016 Olympic Trials ""","=""6/29/2016"""
1808,"Koster, Adam","=""50.32""","=""2018 Summer Nationals""","=""7/25/2018"""
1809,"Krueger, Daniel","=""50.32""","=""2016 Olympic Trials ""","=""6/29/2016"""
1810,"Pieroni, Blake","=""50.32""","=""2019 IN ISI Counsilman Classic""","=""6/13/2019"""
1817,"Bresette, Liam","=""50.33""","=""2019 Time Trials - National Ch""","=""7/31/2019"""
1819,"Chaney, Adam","=""50.33""","=""2020 OH MAKO Senior Meet""","=""2/29/2020"""
1820,"Connery, Tim","=""50.33""","=""2019 Summer Junior Nats""","=""8/7/2019"""
1824,"Koster, Adam","=""50.33""","=""2017 U.S. Open""","=""8/2/2017"""
1825,"Koster, Adam","=""50.33""","=""2019 Sectionals - Austin""","=""7/11/2019"""
1828,"Novak, Jesse","=""50.33""","=""2019 U.S. Open""","=""12/7/2019"""
1829,"Pebley, Jacob","=""50.33""","=""2017 Pro Series - Austin ""","=""1/13/2017"""
1830,"Thibert, Mike","=""50.33""","=""Art Adamson Invitational""","=""11/23/2019"""
1831,"Tittle, Mason","=""50.33""","=""2019 CA Kevin Perry Sr Invite at RMDA-LCM""","=""11/3/2019"""
1833,"Auchinachie, Cameron","=""50.34""","=""2018 Summer Nationals""","=""7/25/2018"""
1834,"Bureau, Lucas","=""50.34""","=""2021 VA HOKI Race Series #4 PR""","=""1/15/2021"""
1835,"Chaney, Adam","=""50.34""","=""2019 Summer Nationals""","=""7/31/2019"""
1836,"Farber, Sid","=""50.34""","=""2017 Summer Nationals""","=""6/27/2017"""
1839,"Haas, Townley","=""50.34""","=""2016 Atlanta Classic Swim Meet""","=""5/15/2016"""
1842,"Krueger, Daniel","=""50.34""","=""2017 Pro Series - Austin ""","=""1/13/2017"""
1844,"Novak, Jesse","=""50.34""","=""2018 Winter Nationals""","=""12/1/2018"""
1845,"Pieroni, Blake","=""50.34""","=""2016 Pro Series - Charlotte ""","=""5/15/2016"""
1848,"Robrock, Kyle","=""50.34""","=""2017 Canadian Swimming Trials""","=""4/7/2017"""
1851,"Bybee, Cody","=""50.35""","=""2017 Summer Nationals""","=""6/27/2017"""
1852,"Chadwick, Michael","=""50.35""","=""2016 Pro Series - Charlotte ""","=""5/15/2016"""
1855,"Fleagle, Josh","=""50.35""","=""2018 Winter Nationals""","=""12/1/2018"""
1861,"Loy, Drew","=""50.35""","=""2017 U.S. Open""","=""8/2/2017"""
1863,"Modrov, Drew","=""50.35""","=""2016 Sectionals - Buffalo""","=""4/3/2016"""
1864,"Murphy, Ryan","=""50.35""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
1865,"Newkirk, Jeff","=""50.35""","=""2021 Pro Series - Richmond""","=""1/17/2021"""
1867,"Pebley, Jacob","=""50.35""","=""2018 Pro Series - Atlanta ""","=""3/1/2018"""
1879,"Franzman, Jack","=""50.36""","=""2019 Summer Nationals""","=""7/31/2019"""
1880,"King, Matt","=""50.36""","=""2019 PN PNS Senior LC Championship""","=""7/27/2019"""
1881,"Lasco, Destin","=""50.36""","=""2018 Jr Pan Pacific Champs""","=""8/24/2018"""
1883,"Loy, Drew","=""50.36""","=""2021 TYR Pro Swim Series - Mis""","=""4/10/2021"""
1884,"Lynch, Justin","=""50.36""","=""2019 Pro Series - Knoxville""","=""1/12/2019"""
1886,"Magahey, Jake","=""50.36""","=""2019 World JR Champs""","=""8/24/2019"""
1892,"Dolan, Jack","=""50.37""","=""2017 NCSA Summer Champs""","=""8/1/2017"""
1895,"Foster, Carson","=""50.37""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
1897,"Held, Ryan","=""50.37""","=""2016 Atlanta Classic Swim Meet""","=""5/15/2016"""
1898,"Lasco, Destin","=""50.37""","=""2021 PC CAL Spring Classic""","=""4/24/2021"""
1900,"Lynch, Justin","=""50.37""","=""2016 Olympic Trials ""","=""6/29/2016"""
1901,"Modrov, Drew","=""50.37""","=""Neptune  International 2018""","=""5/18/2018"""
1903,"Pebley, Jacob","=""50.37""","=""2020 Pro Series - Greensboro""","=""11/7/2019"""
1904,"Ress, Justin","=""50.37""","=""2019 NC LC SR Championships""","=""7/19/2019"""
1909,"Bailey, Seth","=""50.38""","=""2019 SE Volunteer Invitational""","=""7/12/2019"""
1910,"Decoursey, Kyle","=""50.38""","=""2018 GA Bulldog Grand Slam""","=""7/8/2018"""
1911,"Dressel, Caeleb","=""50.38""","=""UT vs Indiana vs Florida""","=""10/16/2015"""
1916,"Howard, Robert","=""50.38""","=""2017 GA Atlanta Classic Swim Meet""","=""5/14/2017"""
1920,"Larson, Peter","=""50.38""","=""2021 ST TXLA Long Course Kick Off""","=""4/25/2021"""
1921,"Nguyen, Justin","=""50.38""","=""71st Annual Husky Invitational""","=""12/8/2019"""
1922,"O'Haimhirgin, Finn","=""50.38""","=""2020 PN Men's Pac-12 LC TT""","=""3/8/2020"""
1927,"Shields, Tom","=""50.38""","=""2019 Pro Series - Knoxville""","=""1/12/2019"""
1928,"Armstrong, Hunter","=""50.39""","=""2019 Summer Junior Nats""","=""8/7/2019"""
1932,"Decoursey, Kyle","=""50.39""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
1933,"Foster, Carson","=""50.39""","=""2019 Pro Series - Bloomington""","=""5/17/2019"""
1935,"Head, Jason","=""50.39""","=""2019 Time Trials - National Ch""","=""8/3/2019"""
1937,"Lynch, Justin","=""50.39""","=""2019 U.S. Open""","=""12/7/2019"""
1943,"Benson, Andrew","=""50.40""","=""2019 Summer Junior Nats""","=""8/7/2019"""
1946,"Farber, Sid","=""50.40""","=""2018 Summer Nationals""","=""7/25/2018"""
1948,"Jackson, Tate","=""50.40""","=""2021 Pro Series - San Antonio""","=""1/17/2021"""
1951,"Newkirk, Jeff","=""50.40""","=""2020 Toyota San Antonio""","=""11/14/2020"""
1952,"Shields, Tom","=""50.40""","=""2016 Pro Series - Orlando""","=""3/5/2016"""
1953,"Stewart, Coleman","=""50.40""","=""2021 Pro Series - Richmond""","=""1/14/2021"""
1954,"Alexy, Jack","=""50.41""","=""2019 Summer Nationals""","=""7/31/2019"""
1956,"Becker, Bowe","=""50.41""","=""2016 GT Men's LC Collegiate In""","=""3/27/2016"""
1959,"Eiber, Griffin","=""50.41""","=""2019 Time Trials - National Ch""","=""8/1/2019"""
1961,"Head, Jason","=""50.41""","=""2018 Sectionals - Iowa City""","=""7/19/2018"""
1962,"Jackson, Tate","=""50.41""","=""2020 Pro Series - Greensboro""","=""11/7/2019"""
1963,"Jackson, Tate","=""50.41""","=""2018 ST AAAA-NS George Block I""","=""6/21/2018"""
1965,"Lynch, Justin","=""50.41""","=""2019 Pro Series - Knoxville""","=""1/12/2019"""
1969,"Tapp, Hunter","=""50.41""","=""2019 Sectionals - Indianapolis""","=""3/31/2019"""
1970,"Andrew, Michael","=""50.42""","=""2017 Pro Series - Indianapolis""","=""3/2/2017"""
1976,"Ingram, Hunter","=""50.42""","=""2020 PN Men's Pac-12 LC TT""","=""3/8/2020"""
1983,"Newkirk, Jeff","=""50.42""","=""2020 Pro Series - Des Moines""","=""3/5/2020"""
1984,"Nguyen, Justin","=""50.42""","=""2019 CA  Los Angeles Invite""","=""7/12/2019"""
1985,"Pieroni, Blake","=""50.42""","=""2016 Pro Series - Charlotte ""","=""5/15/2016"""
1986,"Reed, Grant","=""50.42""","=""2019 Time Trials - National Ch""","=""7/31/2019"""
1990,"Shields, Tom","=""50.42""","=""2015 World Cup - Tokyo""","=""10/28/2015"""
1991,"Sztolcman, Christian","=""50.42""","=""2019 Time Trials - National Ch""","=""7/31/2019"""
1992,"Tittle, Mason","=""50.42""","=""2017 CA  Los Angeles Invite ""","=""7/14/2017"""
1994,"Urlando, Luca","=""50.42""","=""2019 Time Trials - National Ch""","=""8/3/2019"""
1995,"Wozencraft, Cooper","=""50.42""","=""2019 Time Trials - National Ch""","=""7/31/2019"""
1996,"Aikins, Jack","=""50.43""","=""2020 Toyota Huntsville""","=""11/14/2020"""
1997,"Becker, Bowe","=""50.43""","=""2020 Pro Series - Des Moines""","=""3/5/2020"""
2002,"Dolan, Jack","=""50.43""","=""2017 Summer Nationals""","=""6/27/2017"""
2007,"Koster, Adam","=""50.43""","=""2019 GU TAMU LC TSC""","=""6/20/2019"""
